id,user_id,account_id,category,date,merchant,amount,currency,other,is_removed
Z4ZXjWQqNeIQvNmJReRBTxkgymyo8XCrjg1Vv,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-14,Uber,6.33,USD,NULL,0
M8zvZDr7AoSr3Bqjbmb8fJZaeMekgDieo9RVA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-01,Uber,5.4,USD,NULL,0
1RqdwENlGmToL8pP494xHm7r9z9Me1CZw5Plb,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-09-30,United Airlines,-500,USD,NULL,0
LkrvbDKVWofKBqlR8e87HAzdWqW4p9TlJPWGL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-09-29,McDonald's,12,USD,NULL,0
pByNXnK5z9UkAdq9ZjZ5SrN5oDoAd9fExLQ3L,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-09-29,Starbucks,4.33,USD,NULL,0
ozG4Lnq5r9hkmwlJnenNSMnNGwGopJHk3RV8o,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-09-27,FUN,89.4,USD,NULL,0
ggGKJWnb8ksNAkv1QZQoi9km8g8qdES4Xg7qL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-09-14,Uber,6.33,USD,NULL,0
8rdeREMp3qsr9e4QbqbDfkDv545xGlFKywJjK,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-09-01,Uber,5.4,USD,NULL,0
EQpGrDm91vFGAnyZ3936Hmdqv8vb9VC9LX5JE,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-31,United Airlines,-500,USD,NULL,0
Wx7v4DjRdzH6QEReyNypCVa1zkz4gDtwGlQKv,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-30,McDonald's,12,USD,NULL,0
APZ89EAnepIAJn6gD9DBHlzybvbR54t6v1xEa,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-30,Starbucks,4.33,USD,NULL,0
GMgvkD9QpoSMlxZkvqvAIMjrWbWzZVHA417yZ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-28,FUN,89.4,USD,NULL,0
nrGaJnl5Kws846gBeZepHeNpWxW8MBIKB6MwD,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-15,Uber,6.33,USD,NULL,0
bMGvjWkx1gSQA3nMXpXqTeAzGrGLgDINwV6Qr,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-02,Uber,5.4,USD,NULL,0
mKGd9nR5qbu6aDd5p8pWCmnWyvyqB5CM5LQz3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-08-01,United Airlines,-500,USD,NULL,0
y7XLbnNVj5CBnXPZ4d4Kh3AKXDXn5QSWQy8eL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-31,McDonald's,12,USD,NULL,0
9zaQwE18xKhAgnVE4L4KHVgkoEo17wtVmR9a7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-31,Starbucks,4.33,USD,NULL,0
vNwZRndq4ATKeXNDx9xWHzrWkZkAqDfnDWZA9,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-29,FUN,89.4,USD,NULL,0
RKav1Dd8roudN63G9x9XhE17VoVavWHXQRo3e,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-16,Uber,6.33,USD,NULL,0
6q3jBEQgzdtA6PLyWxWgHDJejdjM6AtbRgPLw,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-03,Uber,5.4,USD,NULL,0
XdevwW78aBT7ZdNK9r9oHPlwdEdjyNiPRdvne,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-02,United Airlines,-500,USD,NULL,0
DeLAwDb8MVHbexZaqjqGHWpl3R3xJBhE8vLaV,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-01,McDonald's,12,USD,NULL,0
V3jvgDPWxrFPejGNQbQrtGAM3v3d1bspJWZPz,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-07-01,Starbucks,4.33,USD,NULL,0
wPGM5maKNJIy1gL6jKjqhDWnEAElB6tq6r1o5,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-06-29,FUN,89.4,USD,NULL,0
5lBPVmeor6UAnle1N3NGHKyBX4X57mt3DZQ7A,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-06-16,Uber,6.33,USD,NULL,0
JpqvbDlE89SlrxnRkzkJHZN3wEw1gBuoLdegq,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-06-03,Uber,5.4,USD,NULL,0
kl63mW9yGkUMxAJb383aIwz46v6VjbIzbW1dd,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-06-02,United Airlines,-500,USD,NULL,0
lkGx1nvZldfDdmJ53e31fwj1GyGnZrIEvZmd7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-06-01,McDonald's,12,USD,NULL,0
q3GPjyrRB9FoJ4KqMVMmHVZBWgWxaqtNqdy7R,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-06-01,Starbucks,4.33,USD,NULL,0
KoKvVDqnEZtqzL3nRlRKHa3xdVdBAWHGvVDAD,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-05-30,FUN,89.4,USD,NULL,0
rxGk5nzJ39HZjorqBnBgHPngG3Go5qiavlk6b,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-05-17,Uber,6.33,USD,NULL,0
zeGp5XPm79HyVdNo9w96hPxnpRpbWoiwGoXLB,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-05-04,Uber,5.4,USD,NULL,0
BjME5bGRQ9IjMqpQVNVgFX3MRkReVwiAGwx8M,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-05-03,United Airlines,-500,USD,NULL,0
3Rr4vAjKqdT1XrLZ7e7VTlxEL9LvmdtMaqVny,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-05-02,McDonald's,12,USD,NULL,0
xjG1Xn4rP5IzJvNQdRdDT7BDb8bRgQCJEnKV3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-05-02,Starbucks,4.33,USD,NULL,0
dLkvJ6Wwp8slnw1pgJgBHlAPENEb5atD3ZnQ3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-04-30,FUN,89.4,USD,NULL,0
aZ8v3bgeM9HdWJ1aw8wGhAGWZQZ6jbT197KQW,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-04-17,Uber,6.33,USD,NULL,0
4RzNV57rKGToZQ4JbabvHbrzD6DwdnCnxdRAe,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-04-04,Uber,5.4,USD,NULL,0
NEBvnDzRGgczxaXgkrkdTMN4QbQ1P6Hn1WA53,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-04-03,United Airlines,-500,USD,NULL,0
PlxvED3bqoU3awzrxGxRhBmPE4Ey7VCQ47yWe,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-04-02,McDonald's,12,USD,NULL,0
JpqvbDlE89SlrxnRkzkJHZN3wEw1gBuoLdeg4,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-04-02,Starbucks,4.33,USD,NULL,0
kl63mW9yGkUMxAJb383aIwz46v6VjbIzbW1dE,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-31,FUN,89.4,USD,NULL,0
lkGx1nvZldfDdmJ53e31fwj1GyGnZrIEvZmdQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-18,Uber,6.33,USD,NULL,0
q3GPjyrRB9FoJ4KqMVMmHVZBWgWxaqtNqdy73,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-05,Uber,5.4,USD,NULL,0
KoKvVDqnEZtqzL3nRlRKHa3xdVdBAWHGvVDAj,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-04,United Airlines,-500,USD,NULL,0
rxGk5nzJ39HZjorqBnBgHPngG3Go5qiavlk6W,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-03,McDonald's,12,USD,NULL,0
zeGp5XPm79HyVdNo9w96hPxnpRpbWoiwGoXLD,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-03,Starbucks,4.33,USD,NULL,0
BjME5bGRQ9IjMqpQVNVgFX3MRkReVwiAGwx87,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-03-01,FUN,89.4,USD,NULL,0
3Rr4vAjKqdT1XrLZ7e7VTlxEL9LvmdtMaqVnq,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-02-16,Uber,6.33,USD,NULL,0
aZ8v3bgeM9HdWJ1aw8wGhAGWZQZ6jbT197KQ1,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-12-25,NULL,25,USD,NULL,0
4RzNV57rKGToZQ4JbabvHbrzD6DwdnCnxdRA3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-12-21,NULL,-4.22,USD,NULL,0
NEBvnDzRGgczxaXgkrkdTMN4QbQ1P6Hn1WA5x,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-11-25,NULL,25,USD,NULL,0
PlxvED3bqoU3awzrxGxRhBmPE4Ey7VCQ47yW8,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-11-21,NULL,-4.22,USD,NULL,0
jW9BgnybAPi7emL3z8zWHMgWovo5Q3HZ31RLQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-10-26,NULL,25,USD,NULL,0
7Kx7VDZpBluAgBVNMwMJHwbx6d61jvIMGgBn3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-10-22,NULL,-4.22,USD,NULL,0
epGlJWAvo1SPJqzb848EtGnX9x9Lzjs7wL35e,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-09-26,NULL,25,USD,NULL,0
QqdwWDxJKmtxvDoGa3aVhaAjQXQzZbH3dpl7A,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-09-22,NULL,-4.22,USD,NULL,0
Z4ZXjWQqNeIQvNmJReRBTxkgymyo8XCrjg1XA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-08-27,NULL,25,USD,NULL,0
M8zvZDr7AoSr3Bqjbmb8fJZaeMekgDieo9RPj,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-08-23,NULL,-4.22,USD,NULL,0
1RqdwENlGmToL8pP494xHm7r9z9Me1CZw5PeA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-07-28,NULL,25,USD,NULL,0
LkrvbDKVWofKBqlR8e87HAzdWqW4p9TlJPWpZ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-07-24,NULL,-4.22,USD,NULL,0
pByNXnK5z9UkAdq9ZjZ5SrN5oDoAd9fExLQVR,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-06-28,NULL,25,USD,NULL,0
ozG4Lnq5r9hkmwlJnenNSMnNGwGopJHk3RVyN,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-06-24,NULL,-4.22,USD,NULL,0
ggGKJWnb8ksNAkv1QZQoi9km8g8qdES4Xg71z,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-05-29,NULL,25,USD,NULL,0
8rdeREMp3qsr9e4QbqbDfkDv545xGlFKywJmq,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-05-25,NULL,-4.22,USD,NULL,0
EQpGrDm91vFGAnyZ3936Hmdqv8vb9VC9LX5l1,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-04-29,NULL,25,USD,NULL,0
Wx7v4DjRdzH6QEReyNypCVa1zkz4gDtwGlQE7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-04-25,NULL,-4.22,USD,NULL,0
APZ89EAnepIAJn6gD9DBHlzybvbR54t6v1xPE,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-03-30,NULL,25,USD,NULL,0
GMgvkD9QpoSMlxZkvqvAIMjrWbWzZVHA4173P,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-03-26,NULL,-4.22,USD,NULL,0
nrGaJnl5Kws846gBeZepHeNpWxW8MBIKB6Mbb,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-02-28,NULL,25,USD,NULL,0
bMGvjWkx1gSQA3nMXpXqTeAzGrGLgDINwV6q7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-02-24,NULL,-4.22,USD,NULL,0
mKGd9nR5qbu6aDd5p8pWCmnWyvyqB5CM5LQJQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-01-29,NULL,25,USD,NULL,0
y7XLbnNVj5CBnXPZ4d4Kh3AKXDXn5QSWQy8AP,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2023-01-25,NULL,-4.22,USD,NULL,0
9zaQwE18xKhAgnVE4L4KHVgkoEo17wtVmR9Dy,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-12-30,NULL,25,USD,NULL,0
vNwZRndq4ATKeXNDx9xWHzrWkZkAqDfnDWZR6,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-12-26,NULL,-4.22,USD,NULL,0
RKav1Dd8roudN63G9x9XhE17VoVavWHXQRo4V,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-11-30,NULL,25,USD,NULL,0
6q3jBEQgzdtA6PLyWxWgHDJejdjM6AtbRgP3B,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-11-26,NULL,-4.22,USD,NULL,0
XdevwW78aBT7ZdNK9r9oHPlwdEdjyNiPRdvER,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-10-31,NULL,25,USD,NULL,0
DeLAwDb8MVHbexZaqjqGHWpl3R3xJBhE8vLQP,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-10-27,NULL,-4.22,USD,NULL,0
V3jvgDPWxrFPejGNQbQrtGAM3v3d1bspJWZwp,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-11-23,McDonald's,12,USD,NULL,0
wPGM5maKNJIy1gL6jKjqhDWnEAElB6tq6r1VG,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-09-27,NULL,-4.22,USD,NULL,0
5lBPVmeor6UAnle1N3NGHKyBX4X57mt3DZQdn,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-09-01,NULL,25,USD,NULL,0
JpqvbDlE89SlrxnRkzkJHZN3wEw1gBuoLdeJ4,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-08-28,NULL,-4.22,USD,NULL,0
kl63mW9yGkUMxAJb383aIwz46v6VjbIzbW1pE,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-08-02,NULL,25,USD,NULL,0
lkGx1nvZldfDdmJ53e31fwj1GyGnZrIEvZm7Q,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-07-29,NULL,-4.22,USD,NULL,0
q3GPjyrRB9FoJ4KqMVMmHVZBWgWxaqtNqdyM3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-07-03,NULL,25,USD,NULL,0
KoKvVDqnEZtqzL3nRlRKHa3xdVdBAWHGvVDNj,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-06-29,NULL,-4.22,USD,NULL,0
rxGk5nzJ39HZjorqBnBgHPngG3Go5qiavlkMW,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-06-03,NULL,25,USD,NULL,0
zeGp5XPm79HyVdNo9w96hPxnpRpbWoiwGoXmD,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-05-30,NULL,-4.22,USD,NULL,0
BjME5bGRQ9IjMqpQVNVgFX3MRkReVwiAGwxj7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-05-04,NULL,25,USD,NULL,0
3Rr4vAjKqdT1XrLZ7e7VTlxEL9LvmdtMaqVRq,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-04-30,NULL,-4.22,USD,NULL,0
xjG1Xn4rP5IzJvNQdRdDT7BDb8bRgQCJEnKB6,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-04-04,NULL,25,USD,NULL,0
dLkvJ6Wwp8slnw1pgJgBHlAPENEb5atD3ZnaB,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-03-31,NULL,-4.22,USD,NULL,0
aZ8v3bgeM9HdWJ1aw8wGhAGWZQZ6jbT197K31,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-03-05,NULL,25,USD,NULL,0
4RzNV57rKGToZQ4JbabvHbrzD6DwdnCnxdRM3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,lkGx1nvZldfDdmJ53e31fz8g5KDLZrtnNA6PX,[object Object],2022-03-01,NULL,-4.22,USD,NULL,0
PlxvED3bqoU3awzrxGxRhBmPE4Ey7VCQ47yv8,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
jW9BgnybAPi7emL3z8zWHMgWovo5Q3HZ31RAQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
7Kx7VDZpBluAgBVNMwMJHwbx6d61jvIMGgBp3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
epGlJWAvo1SPJqzb848EtGnX9x9Lzjs7wL3ke,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
QqdwWDxJKmtxvDoGa3aVhaAjQXQzZbH3dpleA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
Z4ZXjWQqNeIQvNmJReRBTxkgymyo8XCrjg1lA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
M8zvZDr7AoSr3Bqjbmb8fJZaeMekgDieo9Ryj,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
1RqdwENlGmToL8pP494xHm7r9z9Me1CZw5PoA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
LkrvbDKVWofKBqlR8e87HAzdWqW4p9TlJPWaZ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
pByNXnK5z9UkAdq9ZjZ5SrN5oDoAd9fExLQnR,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,q3GPjyrRB9FoJ4KqMVMmHvnPzwG3aqtLxXBpa,[object Object],NULL,NULL,1000,USD,NULL,0
